"PEN","PCT","Count","Total","95% CI",
06/27/25,     30 ,   15  , 50 ,*    27 ,   2 ,  7 ,     1,,,,
07/18/25,     42 ,   16  , 38 ,     42 ,   8 , 19 ,     4,,,,
08/08/25,     62 ,   33  , 53 ,     57 ,   6 , 11 ,     2,,,,
08/29/25,     78 ,   44  , 56 ,     74 ,   5 ,  7 ,     4,,,,
09/19/25,    135 ,   55  , 41 ,    129 ,   8 ,  6 ,     6,,,,
10/10/25,    211 ,  103  , 49 ,    205 ,  11 ,  5 ,    10,,,,
   Total ,   1126 ,  561  , 50 ,*  1007 ,  92 ,  9 ,    38,,,,
"Technician","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Alberto              ,   -   ,    0 ,    0 ,    2 ,    0 ,    0 ,    2 ,   1 ,    ,
Luis                 ,039-61 ,   50 ,   37 ,   37 ,    4 ,    0 ,   78 ,  42 , 2.0,
Berna                ,030-51 ,   40 ,   33 ,   50 ,    9 ,    0 ,   92 ,  49 , 2.5,
Rosendo              ,   -   ,   44 ,    4 ,    5 ,    1 ,    0 ,   10 ,   5 , 2.3,
Rick                 ,   -   ,   75 ,    3 ,    1 ,    0 ,    0 ,    4 ,   2 , 1.3,
OTHERS               ,   -   ,    0 ,    0 ,    1 ,    0 ,    0 ,    1 ,   1 ,    ,
TOTALS               ,037-52 ,   45 ,   77 ,   96 ,   14 ,    0 ,  187 , 100 , 2.2,
"Breeding Code","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Natural              ,026-51 ,   38 ,   21 ,   35 ,    7 ,    0 ,   63 ,  34 , 2.7,
Ovsynch              ,038-56 ,   46 ,   53 ,   61 ,    7 ,    0 ,  121 ,  65 , 2.2,
OTHERS               ,   -   ,  100 ,    3 ,    0 ,    0 ,    0 ,    3 ,   2 , 1.0,
TOTALS               ,037-52 ,   45 ,   77 ,   96 ,   14 ,    0 ,  187 , 100 , 2.2,
"Bred Number","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
                   1 ,032-55 ,   43 ,   29 ,   38 ,    4 ,    0 ,   71 ,  38 , 2.3,
                   2 ,036-66 ,   51 ,   21 ,   20 ,    3 ,    0 ,   44 ,  24 , 2.0,
                   3 ,024-55 ,   38 ,   13 ,   21 ,    1 ,    0 ,   35 ,  19 , 2.6,
                   4 ,   -   ,   47 ,    8 ,    9 ,    0 ,    0 ,   17 ,   9 , 2.1,
                   5 ,   -   ,   38 ,    3 ,    5 ,    0 ,    0 ,    8 ,   4 , 2.7,
                   6 ,   -   ,   40 ,    2 ,    3 ,    3 ,    0 ,    8 ,   4 , 2.5,
                   7 ,   -   ,    0 ,    0 ,    0 ,    1 ,    0 ,    1 ,   1 ,    ,
                   8 ,   -   ,  100 ,    1 ,    0 ,    0 ,    0 ,    1 ,   1 , 1.0,
              TOTALS ,037-52 ,   45 ,   77 ,   96 ,   12 ,    0 ,  185 , 100 , 2.2,
