"PEN","PCT","Count","Total","95% CI",
        1 , 64 ,   21 ,   33 ,047-78,
        2 , 62 ,   28 ,   45 ,048-75,
        5 , 50 ,   12 ,   24 ,031-69,
        6 , 38 ,   10 ,   26 ,022-57,
        7 , 60 ,    6 ,   10 ,   -  ,
        8 , 50 ,    8 ,   16 ,   -  ,
Total     , 55 ,   85 ,  154 ,047-63,
"Date","Br Elig","Bred","Pct","Pg Elig","Preg","Pct","Aborts","","","",
05/16/25,     24 ,   10  , 42 ,     22 ,   2 ,  9 ,     0,,,,
06/06/25,     31 ,   12  , 39 ,*    28 ,   3 , 11 ,     2,,,,
06/27/25,     30 ,   15  , 50 ,*    27 ,   2 ,  7 ,     1,,,,
07/18/25,     40 ,   15  , 38 ,     40 ,   7 , 18 ,     4,,,,
08/08/25,     56 ,   32  , 57 ,     51 ,   6 , 12 ,     2,,,,
08/29/25,     65 ,   38  , 58 ,     61 ,   3 ,  5 ,     2,,,,
09/19/25,    106 ,   46  , 43 ,    100 ,   5 ,  5 ,     3,,,,
10/10/25,    161 ,   75  , 47 ,    155 ,  12 ,  8 ,    11,,,,
10/31/25,    260 ,  120  , 46 ,    257 ,   6 ,  2 ,     3,,,,
   Total ,   1211 ,  601  , 50 ,   1098 ,  84 ,  8 ,    34,,,,
"Technician","95% CI","%Conc","#Preg","#Open","Other","Abort","Total","%Tot","SPC",
Luis                 ,015-36 ,   24 ,   15 ,   47 ,    4 ,    0 ,   66 ,  39 , 4.1,
Berna                ,026-45 ,   35 ,   34 ,   63 ,    2 ,    0 ,   99 ,  58 , 2.9,
Juan F               ,   -   ,    0 ,    0 ,    1 ,    0 ,    0 ,    1 ,   1 ,    ,
Rosendo              ,   -   ,    0 ,    0 ,    2 ,    0 ,    0 ,    2 ,   1 ,    ,
Rick                 ,   -   ,    0 ,    0 ,    2 ,    0 ,    0 ,    2 ,   1 ,    ,
TOTALS               ,023-37 ,   30 ,   49 ,  115 ,    6 ,    0 ,  170 , 100 , 3.3,
